PuzzleId,SF_Material,SF_Positional,SF_Final_Eval
76kvi,0.32,0.27,0.7
pblRo,0.25,0.01,0.28
08BGP,0.63,-0.46,-0.15
nNlJY,0.19,0.96,1.25
JyqPN,-0.07,-1.8,-1.98
Cao92,-2.15,0.45,-1.97
cNod4,0.07,0.15,0.29
CJFhr,3.05,-0.82,1.28
HFcWk,4.35,-3.65,0.52
hU1su,0.24,0.33,0.65
7pij5,0.76,-1.0,-0.34
LLRII,2.35,0.87,2.99
XhJ15,0.12,-2.08,-2.42
mwjhf,-0.27,0.3,0.04
IdEWJ,-0.99,-0.24,-1.53
ygkbR,0.73,-0.43,0.3
4JoLM,0.82,-0.35,0.52
IjQfd,0.39,0.21,-0.71
Nn7Wm,0.38,1.12,1.87
YDkPy,2.3,0.01,2.65
BsCr1,0.55,0.05,0.66
EQRft,-0.18,-0.29,0.59
u644r,,,
aZjVO,-1.68,-1.55,-4.0
qMGFl,-0.05,-0.27,-0.35
DiRXx,3.08,-0.36,2.81
FCuG5,0.53,1.22,-2.09
06VJl,0.61,1.01,-1.92
kdp2b,1.13,1.1,2.77
n3Oze,-0.5,-0.46,1.16
LWFjc,0.6,0.51,1.37
hF9Gk,1.79,-0.25,1.74
kAm0q,-1.28,0.27,1.03
ADbkZ,0.18,0.86,1.26
ESQz1,1.52,1.09,-3.29
NesFe,1.13,1.2,-2.67
6ng7e,-3.12,-1.13,-5.38
vnYvT,-1.97,-0.71,-3.16
g4otY,1.27,0.54,-2.03
Djl7S,-0.98,-1.27,2.62
tqxOj,0.17,-0.04,0.15
9nfQ8,1.03,-0.57,0.5
Sjbwx,0.03,0.05,-0.08
Bb3w3,1.65,0.62,-2.81
kurDR,-0.26,0.0,0.32
Xy39y,-0.11,-1.36,-1.84
w4TYw,,,
I6Zvf,0.08,-0.06,0.02
ol8iM,-1.36,-0.69,2.41
BMXhH,0.38,-0.59,0.26
UPa8o,2.57,2.14,5.62
fQWry,2.33,-2.97,0.82
4MtnY,0.95,-0.02,-1.08
slx8U,0.15,0.15,-0.33
j4hWo,-0.49,-1.27,2.05
EkhYf,,,
od26Y,,,
sXLeX,-0.09,0.33,-0.29
kbHJX,1.32,-2.44,-1.36
tY8cQ,0.43,0.87,-1.33
BD3JF,0.55,1.06,2.08
wfFWV,-0.62,-1.55,-2.68
zQU6W,5.16,-0.69,1.94
6Trqo,,,
evZqi,1.51,-0.31,1.41
zDufl,-0.05,-0.06,0.13
1QfsA,1.73,2.14,4.58
5edjZ,-0.17,-0.12,0.36
HT2MU,-2.46,1.62,-0.77
TPcFo,0.52,-1.54,1.23
deVhB,-0.52,-0.81,-1.62
r4f5h,2.2,-1.19,1.06
Bkh3W,0.42,-1.16,0.88
HYa5r,0.11,-0.19,0.09
mkELX,,,
9KKnX,1.62,1.02,-3.08
T0S53,2.68,-1.12,-1.44
coBvk,3.73,0.52,4.07
Y4ukT,0.88,0.71,1.94
1jwHN,0.0,1.61,-1.96
3qkRR,0.69,2.25,3.23
ynm8Q,-0.03,0.37,-0.37
tzDut,-0.04,-1.39,1.84
BmEes,,,
TE9cN,2.41,-0.59,2.0
83wLm,-0.07,-0.39,-0.5
Th7t0,-0.05,0.36,-0.37
XwptA,1.58,-0.61,1.12
70g5P,0.31,-0.7,0.5
MEHQN,1.04,0.16,1.26
hvfMs,0.4,0.35,-0.88
X10o6,,,
Oxw5a,0.96,0.81,1.97
nPosY,-0.45,-0.5,-1.22
rJTPD,,,
kY6ta,6.69,-1.46,-6.29
jCCG4,,,
pg1vy,0.62,-0.14,-0.5
6zhPG,0.22,-0.46,0.31
uoF0M,3.37,-2.55,-0.72
WkKLF,,,
VaENv,1.48,0.22,-1.87
ulope,0.04,-0.08,0.06
YIRx8,,,
l9Bn7,-0.13,-0.15,-0.34
pAoRK,1.94,0.97,-3.35
HCLO2,-0.3,0.15,-0.15
Yx70j,2.02,1.72,-4.48
hjyKE,-0.13,0.3,-0.21
VR8KI,0.2,0.06,-0.3
Hr7fh,,,
mIfQn,0.05,0.7,0.97
B6KMI,0.92,-0.87,0.0
VhkW2,-0.48,-0.28,0.95
vsj1N,0.16,1.92,2.43
lgnkK,-0.21,0.41,-0.27
J9UZ9,0.86,0.42,1.46
6TsGx,0.94,0.81,2.06
BrlmS,,,
z00IJ,0.88,1.33,2.24
0Cyma,-0.03,-0.89,1.17
NIcpA,0.43,-0.29,-0.14
dskaZ,3.19,0.09,-2.23
fGLjM,0.12,1.19,-1.63
9S7X8,-0.18,0.14,-0.04
2aqzP,-0.31,0.51,-0.29
lcTry,-0.13,0.79,-0.79
w4CM1,1.03,0.75,2.01
9wZ8p,0.01,0.04,-0.06
jCUhs,0.59,0.11,-0.7
RxrXm,0.07,0.24,0.38
sid5A,3.26,-0.92,-1.86
2sWBk,2.7,1.15,-4.19
v8ABD,-0.74,-0.13,1.06
PRTQ8,-0.75,0.39,0.39
tnUyb,-0.18,-0.54,0.95
xR4Po,-0.01,-0.21,-0.23
tiA9T,0.51,0.49,1.17
GwqUt,0.28,-0.01,-0.34
xfipK,0.54,-1.32,-0.91
EAhGm,,,
JL9gP,-0.88,0.58,-0.27
ACbWx,0.47,-0.2,-0.33
PMGgC,0.28,-0.23,-0.05
T2NJj,0.21,-0.29,-0.1
XN1Gk,0.21,1.31,1.83
qA1NT,-0.77,-0.43,1.33
o6WUJ,1.47,-0.26,1.31
bMFoo,-0.21,-0.38,-0.68
ttf6I,0.8,-0.55,-0.22
Z94Il,0.13,-0.13,-0.01
ZbhJH,0.18,0.42,0.76
M26mM,0.9,-0.17,0.84
cZVzu,1.84,0.91,-3.02
G43oR,,,
398iN,0.04,-1.32,-1.58
obFoO,-0.81,-0.65,1.76
0vhCm,0.1,-0.11,-0.01
l0O3V,0.07,0.88,-1.19
ic3xo,,,
tatkS,-0.13,0.19,0.08
0yPcd,-0.42,-0.15,0.68
D8GVo,,,
wda0P,0.78,-0.45,0.37
cWQl0,0.16,0.36,0.67
PMHAU,0.36,0.41,0.92
K2a7i,1.83,0.57,2.77
6j9Vg,-1.95,-1.01,3.2
sLpu2,0.24,-0.06,-0.2
rEMF6,-0.32,-0.26,-0.74
2LqVb,-0.37,-0.25,-0.73
XZhdn,0.03,0.29,-0.36
26FEu,0.99,0.62,1.78
rtWP3,-0.54,-0.83,1.69
cOJ1T,-0.29,-0.28,-0.71
ZzybR,0.05,-0.44,0.46
q2Q9T,1.77,0.08,-2.18
6Y9Mr,2.27,-0.22,2.05
08OFg,0.58,0.38,1.16
0CmEW,0.91,1.07,-2.23
pqsex,,,
mqzJs,,,
918tY,-0.06,0.07,-0.01
Nwl7e,0.91,-0.04,0.88
SHqrc,,,
dnUsX,0.97,1.49,2.95
Kf8vY,0.16,-0.01,0.17
itXww,,,
SLBJ3,0.26,-0.22,0.03
8AQE0,,,
BbX4U,0.04,-0.38,-0.39
dw18Z,0.61,-0.57,0.01
wK2nf,0.86,1.09,-2.4
u6AcI,-0.37,-1.54,2.31
rfE2y,-1.01,2.35,1.69
QNHVa,,,
qvx61,0.06,-0.18,0.16
36u4d,,,
LFUtJ,1.3,0.7,-2.21
1tBYf,1.36,2.55,-4.13
R9D88,,,
iI9oz,1.65,-0.54,-1.26
bNrK5,0.94,1.28,-2.43
mupBa,0.03,-0.14,-0.12
9RQLb,1.99,-0.52,1.52
6d2wG,0.9,1.12,-2.41
H6KIy,0.71,2.49,-3.58
CdNkY,1.32,1.91,-3.46
kcTvR,-0.1,-0.8,-1.09
IRiGI,0.42,-0.79,0.47
UBNy2,-1.74,-0.7,2.64
gW9DA,0.95,0.05,-1.13
ZjAff,1.87,-2.64,-0.91
8zUWt,-0.44,-1.04,-1.92
nJQlb,0.09,-0.49,0.5
5KCRd,0.16,-0.07,0.11
RoAH8,-2.91,-0.13,2.06
en2XU,0.64,0.7,1.67
dsvqs,0.16,0.19,-0.42
5hwak,,,
iMYtg,0.51,-0.38,-0.12
B97JC,,,
I4e0E,1.34,-0.24,-1.11
NOoDR,1.19,2.56,-4.03
Smiit,0.38,-0.55,0.21
ZjGwI,-0.06,-0.07,-0.14
dLHw4,0.88,-0.3,0.66
UxGzO,-0.54,-1.79,-2.76
DHZl8,-0.13,-0.89,-1.26
giwa9,3.05,-1.15,-1.99
rYlKJ,2.66,0.81,1.78
4neAT,0.12,0.08,0.25
yL2KZ,0.08,-0.2,0.15
u8tg5,0.3,1.07,1.6
bOuBE,1.88,1.47,3.85
79VCm,,,
pgwnX,-0.49,-0.43,1.07
4tw62,0.26,-0.51,0.27
IQn3Z,1.62,-1.6,-0.07
2PKZe,-0.34,0.89,-0.74
sGTkV,2.22,0.45,2.87
bqfO2,1.07,-0.3,-0.85
vERPr,-0.78,0.45,-0.35
d7DSg,,,
ijOqm,0.05,0.05,-0.12
H7Pv4,,,
AUC9V,-0.2,0.32,-0.17
9ASUp,0.39,-1.2,1.04
eu126,-0.03,0.7,0.86
mCwve,0.82,0.36,-1.23
Z9sCn,,,
oglLi,0.19,0.87,-1.23
Td4t9,-0.59,0.51,0.06
uI5s6,0.59,1.9,2.6
0jSe0,1.52,-1.96,-0.57
tNoyh,,,
iBEAI,-0.23,0.15,-0.06
sxSw2,-0.0,-0.22,-0.28
YZ8SR,0.09,-0.32,-0.28
BswsI,0.43,-0.25,-0.17
Wdwfm,0.14,0.91,1.25
RTBNg,,,
9dGr9,1.48,2.76,-4.79
WL9U1,0.71,0.09,-0.92
muLLM,-2.6,-0.06,-2.74
XgGma,1.56,-0.65,0.99
3CJv7,0.22,-0.04,0.21
eqJ1Y,-0.07,-1.31,1.63
948wL,0.16,-0.01,-0.18
tPG0m,,,
dxEsO,-0.23,0.12,0.13
lqwvZ,0.65,-0.25,-0.42
GQmpp,0.26,1.44,-1.78
mVS2Y,,,
RLmQM,-0.02,0.01,0.01
BS7Kf,0.33,0.28,0.76
obrZn,0.23,2.68,2.98
p39Pb,-3.48,0.21,-3.12
2b6wm,0.5,0.64,-1.25
sf4uE,-1.33,0.69,-0.75
Oa6lx,0.11,1.03,-1.26
iSGTI,0.61,-1.18,0.72
pLvJu,0.38,-0.36,-0.01
JSPt9,-0.13,-0.96,-1.4
UsZLl,,,
LWUiI,1.22,2.03,3.9
x80cp,-1.35,1.4,-0.13
jgOpi,1.46,-0.15,1.5
Tmgdi,0.04,0.09,-0.13
35iWq,,,
tARFb,-0.24,0.9,-0.81
asD5P,,,
a8QQG,-1.07,0.07,-1.18
US2Y7,0.35,-0.28,-0.06
SWK1w,0.14,0.35,0.57
fYnwd,0.67,2.34,3.23
1uiqp,0.5,1.17,1.89
liOaQ,1.02,-1.39,0.45
r9gyt,0.46,-0.79,-0.39
UDpXx,1.89,-1.66,0.16
AScUO,1.0,-0.16,0.97
zJ86U,0.42,0.19,-0.71
WplDJ,-1.42,0.06,-1.63
ZDLiq,,,
hVjX0,0.47,0.84,-1.55
WGepb,0.5,1.25,-1.9
eCzVI,0.45,1.13,2.03
lgbPk,0.04,-0.29,-0.32
nV31g,1.72,0.69,-2.96
4OBce,0.27,-0.31,-0.06
MvVmw,0.78,-1.42,0.73
MFdVC,1.45,2.74,-4.7
rCDpm,0.53,1.65,2.56
aXxf3,0.16,-0.45,0.38
lYW80,,,
0jfjW,0.56,0.49,-1.33
ihvsK,-0.12,0.65,-0.64
SJkgw,0.12,1.38,1.52
jG2Dz,0.4,-0.29,0.1
7KtSy,1.2,-1.51,0.41
gRMNP,0.15,-0.58,0.46
qXdBE,-3.01,0.78,2.42
ejev0,2.06,0.99,3.54
hLizX,,,
NR75V,0.33,1.16,-1.89
ZjvHF,,,
V4MB7,2.15,2.5,-5.59
paOSa,0.57,-1.03,0.58
GAoCq,0.04,-0.44,-0.53
gVtqj,0.71,0.44,-1.38
uFPzy,3.66,0.53,5.17
LT4rV,0.5,-0.0,0.55
owUkc,2.0,-2.08,-0.2
wiaLb,-0.07,-0.28,0.43
zzrJl,-1.05,2.72,1.98
TuF3I,,,
xpfce,-0.04,-0.44,0.61
MDUbY,0.81,-1.22,-0.51
YXxC3,0.41,0.24,0.85
ORB8S,,,
j4QOD,0.14,0.31,-0.49
qm1tU,,,
yrQ27,-0.22,0.02,-0.21
wDEqQ,0.76,1.25,-2.24
4COhG,0.01,0.07,0.09
UYz60,,,
XrH8E,-0.99,-0.77,2.07
DfYCW,0.14,1.36,-1.59
OFQeb,0.12,-0.44,0.4
Egqx2,0.87,3.17,-4.05
TZZSG,0.18,0.02,-0.21
c6WXc,0.85,1.18,2.52
YIvyD,-0.69,-0.84,2.01
n8D2t,,,
ipl1Y,1.86,-1.23,-0.55
pTVzw,-0.61,0.02,0.71
YGD0C,-0.98,0.73,0.26
4ZbCh,,,
2vP5u,-0.52,-0.06,0.62
5nHZS,2.21,-0.95,-1.22
mTA6o,0.02,0.9,-0.99
BFlPp,-0.49,-0.33,-1.03
hHW79,0.87,-0.24,-0.7
lZgco,-0.84,0.33,-0.54
d2cZn,,,
ClugK,0.17,-0.18,0.02
5U0YW,-0.81,0.88,-0.14
UVyVl,,,
I5SFp,1.32,-0.18,1.29
L6Ppt,,,
zj4t9,-0.05,-0.04,-0.1
EExsT,0.3,-0.31,0.03
igfe9,-0.22,0.1,-0.13
OlepQ,1.54,1.46,-3.67
McOke,,,
x0piS,3.35,-1.07,1.97
5o2Q3,2.63,1.02,4.03
AQijS,-0.04,-0.16,0.24
RUof0,0.45,0.18,0.71
iZpHX,-0.27,-0.02,-0.37
dM41L,0.08,0.34,0.54
dDMjU,-0.24,0.88,-0.81
C1eOV,0.01,1.26,-1.54
KWX8E,0.24,-0.18,-0.05
IUAk7,0.0,-0.67,0.72
3Uwwn,5.15,-1.12,2.95
DHwiz,,,
PkErA,0.43,0.44,1.11
8McuM,0.77,-0.14,0.7
UKhhz,0.52,-0.15,-0.43
i40We,2.13,1.63,4.2
0SOtz,,,
3FTik,0.02,0.09,0.12
sCapH,,,
hFTsY,-0.5,0.41,0.08
JHD6O,-0.18,-0.46,0.79
X8O1K,3.42,0.05,4.78
sK7YZ,-1.47,1.33,0.08
ckWVQ,0.27,-0.16,-0.09
MwUn0,-0.23,0.46,0.31
qkajG,,,
AYWgT,-0.19,0.09,0.1
PFKq1,-1.5,-0.13,1.87
rqi0Z,1.19,-3.37,-2.61
8tJE3,-0.26,-0.13,0.45
4jiSL,0.63,-0.13,-0.55
TUNt5,-0.05,0.14,-0.1
Kd5xN,3.52,-1.54,-1.69
JsEaF,,,
gIXx5,0.08,-1.21,1.42
xk8ew,0.39,-0.01,0.48
0sNqG,-0.12,-0.41,0.64
qgkIH,,,
VtHnL,0.09,-0.18,-0.12
TfW80,2.35,-1.48,-0.89
xmWEN,0.45,1.36,2.15
QVpue,0.01,-0.65,0.74
PgsJG,-1.52,-2.04,-4.04
ZFmWC,0.67,1.03,1.96
9fm5M,0.78,-0.41,-0.4
SV1Si,0.25,-0.07,-0.22
G1XVd,1.95,-0.35,1.73
G3GhV,,,
GOaKi,-0.06,0.35,-0.38
ynAyU,0.1,-0.06,-0.05
VUcZI,0.83,-0.16,-0.72
rNV3T,-0.14,-0.98,-1.4
GaBAT,,,
eSUO8,-0.02,-0.33,0.44
SKtDb,0.16,-0.7,0.57
mm4Sy,0.4,0.67,1.32
NXUmu,-0.05,0.12,-0.08
BRH6Y,0.06,1.37,-1.81
GIWcL,-0.25,0.96,-0.85
Tp8yI,,,
AlP83,0.48,1.25,2.04
w2MU0,1.12,2.28,-3.69
104GN,1.49,0.01,-1.81
RyBak,0.1,-1.0,-0.97
6elt2,0.39,-0.31,-0.08
F2qRd,0.21,-0.18,-0.03
DFGAR,-0.13,-1.21,1.74
6g9nE,,,
pH6Sn,0.69,-0.05,-0.77
g5K3l,6.05,-1.16,2.39
do8d9,4.8,-0.22,5.39
NrhC8,1.5,1.5,3.7
0ksoI,-0.41,0.33,-0.06
1Z9Xe,2.78,0.73,-3.96
sE6Ss,-0.64,-0.83,1.75
1N1zr,0.06,0.38,0.53
mBImr,2.81,1.71,-5.27
qFcVS,1.06,-0.05,1.06
f2etl,-1.57,-1.76,4.01
Zr8Jp,,,
KJtux,2.54,1.07,3.89
8md37,,,
1A94d,,,
uWrza,0.97,-1.79,0.89
VwUYB,0.24,-0.08,0.17
NV0bK,1.5,-1.21,0.26
SN98A,0.17,0.48,0.7
9NrlE,0.28,0.51,-0.9
9NvZy,0.52,-0.3,-0.24
p312g,-0.2,0.09,0.11
qLcmz,1.0,0.27,-1.44
tXMgT,0.93,-1.22,0.38
eRI5K,2.16,1.01,-3.35
6tmjR,1.62,-1.51,-0.05
qEYcS,0.76,-0.01,-0.91
eZwAL,-0.23,-0.66,1.09
jcuwT,0.94,1.01,-2.42
PUXQZ,1.11,2.18,-3.87
Jqvdc,0.14,-0.57,0.54
bXnGf,-1.61,-0.74,2.87
gjBwL,0.52,0.14,0.81
ukjan,-0.73,-0.3,-1.29
TeNLk,-0.09,0.2,0.13
P8szt,,,
CbtyO,0.35,-1.4,-1.27
lCX5V,-0.03,0.97,-1.21
YVmvZ,0.87,-0.13,-0.84
uMPT7,-3.07,-0.63,-4.8
BE41g,-0.29,-0.51,0.96
aorhe,0.23,0.22,0.56
66Pli,0.19,0.67,1.1
zP4Oi,0.81,0.27,1.15
wZRWg,1.64,0.03,-2.03
WVS02,,,
Eq8aH,0.79,1.89,2.77
N0afc,0.38,-0.13,-0.29
7JDai,-0.06,-0.51,0.6
WRrtm,2.19,-0.83,-1.41
wK3ZI,0.64,2.06,2.74
POH8s,2.43,0.85,2.37
dm96f,0.21,-0.28,-0.1
LQYpN,0.26,-0.32,0.09
2E5F3,-0.39,0.46,0.12
cHBbd,0.57,0.02,-0.72
YLrJn,-0.58,0.65,-0.12
YqEax,0.72,1.08,-2.23
B36UF,-0.72,0.65,0.04
lf4XW,-0.36,0.09,0.32
2WR0M,1.77,-0.06,-1.95
mMlWj,0.63,1.13,1.97
Af3Tx,-0.43,-0.95,-1.66
Wo5Ah,0.64,0.12,0.9
iH2sy,2.46,-0.68,-1.89
eui3c,0.13,-0.18,0.07
OezmU,0.69,0.34,1.18
W1MaT,1.69,2.52,5.14
Sx2mr,-0.24,-0.15,0.52
nNflY,-0.65,0.12,0.53
0JOPc,,,
yvh9v,-0.05,0.78,0.93
9Afgf,0.56,-2.17,1.96
ju0Bt,1.6,0.07,-1.75
2vEpi,0.46,0.43,1.02
kxRoc,1.26,1.22,2.67
GB2he,0.35,1.07,-1.73
6u3w0,0.44,-0.15,-0.31
M4GXK,-0.66,0.01,-0.65
ChyPl,-0.49,0.85,-0.41
0ZMz0,0.29,-1.06,1.01
x5nNm,,,
n7ZBP,1.09,0.05,1.24
VmFOm,0.6,0.13,0.8
YYNZT,0.91,2.31,3.36
FI9RV,,,
NEuuD,-0.04,0.1,-0.08
wwN6Q,1.27,0.83,-2.5
A8q6s,0.19,-0.19,-0.01
FbahX,1.56,1.57,3.69
x8GrG,1.42,1.61,-3.39
Crj4x,0.83,0.77,1.7
gCwQY,,,
I60FU,,,
pkmEL,5.47,-0.78,4.53
IIJDC,1.14,-1.38,-0.33
Vwos8,-0.02,-0.09,0.13
TYApE,-0.07,0.23,0.22
pMH7X,-0.45,0.51,0.1
IflkE,-0.04,1.46,-1.77
DrrzF,0.11,0.03,-0.14
u9id0,-0.08,-1.05,1.37
sBHF2,2.21,-1.23,1.0
Q8AW4,1.41,0.16,1.62
CWfWY,0.55,-0.31,-0.27
XeD3j,1.97,2.05,-4.79
tKfn8,0.58,2.26,-3.0
tsKjg,0.11,0.14,0.31
Z1sj4,0.06,-0.38,-0.39
5OYVU,1.22,0.96,2.54
ffPf2,-0.1,-0.38,0.58
wJsnY,0.61,0.97,1.92
Ubtze,0.92,-0.75,-0.15
tBNvn,1.37,-0.83,0.5
a3lkz,-0.44,0.3,0.15
UGmm6,0.21,0.53,-0.91
L9Uka,0.53,1.29,2.08
8g2Lk,,,
u4zqj,0.0,0.02,-0.02
MCLsm,1.6,-0.75,0.89
Ga20E,-0.6,-0.98,1.83
HAMJZ,1.26,0.32,-1.79
jMbX8,-0.05,-0.16,-0.28
K2qE9,0.61,-0.85,-0.32
6Ye6K,,,
gb1E4,0.85,0.1,-1.15
t1nTw,,,
CDNBj,3.32,0.48,5.52
FDmIm,-0.12,0.49,0.46
Jxgc3,0.66,-1.84,1.42
xBviD,-0.08,0.44,0.47
0V7VR,0.6,0.26,-0.99
mz5RJ,0.23,0.21,-0.47
0LRNd,-0.14,0.71,-0.66
AZ3PQ,0.48,-0.4,0.07
t1NkT,0.23,-0.19,0.03
fhBhP,-5.03,4.3,1.83
BYW2u,-0.48,0.23,0.28
s5MTK,-0.33,0.04,-0.34
9Nxeb,1.0,1.59,-3.09
gS0FF,0.18,-0.11,0.06
GvFqd,,,
81KO2,,,
jAf5G,2.47,-3.3,0.96
knRUW,-0.25,0.35,0.14
kTwoV,0.02,-1.69,1.93
OdKJl,,,
qg1mg,0.35,-0.63,0.31
X0FNI,-0.2,1.03,-0.98
p1jDh,0.98,0.32,-1.58
tCIrR,3.58,-0.58,-3.08
AIRtU,0.22,0.15,-0.43
kKdzO,0.59,0.01,-0.63
JRSSl,,,
TsBHz,2.93,-0.02,-2.7
8eTGD,,,
kZGFV,1.66,-1.07,-0.57
JvJaM,1.67,-1.91,0.34
ywcZA,1.88,-0.83,-1.17
efW4I,-0.49,-0.14,0.76
M4q59,,,
RDJ2g,-0.1,-0.49,-0.64
znnIL,1.13,1.11,2.89
medGM,0.37,-0.68,0.4
iGRkL,1.46,-0.39,-1.18
zKwFV,0.1,0.56,-0.76
UEVE4,-1.01,-0.99,-2.6
eyKKP,-0.05,0.09,-0.04
ZBvAQ,,,
EdIHY,1.0,1.7,2.9
Ss1Qj,0.17,-0.33,0.19
5qz82,0.93,0.99,-1.94
DQojv,0.99,-1.07,0.12
pha9t,-0.52,0.24,-0.31
TdXpQ,0.78,0.8,-1.86
PqHy7,2.41,0.54,3.42
8NJ4o,0.05,-0.19,0.19
TyMdB,,,
chnRP,0.19,0.31,0.57
MjY0m,1.57,1.17,-2.81
n47cR,0.14,0.56,-0.85
9iZcV,1.55,-0.51,-1.0
UPvmQ,-0.33,-0.82,1.44
ApIiT,,,
aIuvd,0.23,0.2,-0.48
I1XTY,0.47,0.62,-1.31
Z7xeY,0.19,0.18,-0.46
ON4a7,,,
mf1UG,0.47,1.19,-2.04
0SbcF,0.17,0.03,0.19
d3HPZ,2.04,-0.58,-1.54
1IqMs,,,
HCZcv,,,
P28KG,1.34,1.7,3.8
eSxC7,-0.43,0.26,0.19
mQhiG,,,
8e72P,1.32,-0.43,-1.02
pyQxd,0.03,-0.06,0.03
2OrXe,0.11,0.04,-0.19
CqWm2,0.81,0.03,-0.98
vAhFr,2.21,2.31,5.06
2PPnp,,,
dJgEK,0.64,-0.43,0.2
JFt4q,0.2,-0.59,0.48
h7mdM,2.18,-1.47,-0.65
D3CPh,0.64,-0.3,0.36
bpqbn,,,
1lYxk,,,
ghc0N,1.42,-0.13,1.38
gil31,2.76,0.27,2.41
o1M0s,-0.1,0.16,-0.09
lStX5,0.77,0.15,-1.11
waSAn,0.79,0.64,-1.82
zaQzn,0.05,-0.33,0.31
dw8MV,2.15,-0.6,-1.69
Qzlpj,-0.18,0.08,0.11
45gqQ,-0.19,0.04,0.18
0wQqW,0.69,-0.59,0.08
SiQuH,3.59,0.49,3.28
S1wdR,0.44,-0.94,0.63
lRwJe,0.4,-0.45,-0.07
wvXwI,0.73,-0.05,-0.71
sLbRb,0.19,0.01,0.24
a01Nm,0.02,-1.41,-1.77
ZLTlB,,,
ug1Ev,-0.34,1.14,0.99
KxnHD,,,
4zQhu,1.89,-0.01,-2.06
93MuI,1.2,2.28,4.07
07ubu,0.53,0.25,0.95
C8gQA,0.05,-0.45,0.5
1RWhB,1.18,0.98,-2.61
X2VNm,1.83,1.38,-3.39
Df5ho,0.88,-0.08,0.89
sc4T2,0.89,1.75,-2.79
n5ZGk,4.05,-1.03,-1.68
Ce2NE,1.07,0.79,-2.25
cPml3,1.4,1.55,-3.31
PdOiv,0.69,0.57,1.47
A5rGW,2.47,0.86,3.88
51Yj4,,,
loHQT,2.41,-1.0,-1.45
snabF,1.01,0.6,1.89
pwajC,,,
Lf8cJ,0.04,0.22,-0.31
1yWha,-0.4,0.55,0.21
lGfm2,-0.44,0.1,-0.43
AwdUO,0.72,1.98,-3.11
u0eqR,-0.22,0.0,-0.25
VvP8k,0.75,-1.13,0.42
IYjb0,1.8,-0.03,-1.89
gfqHx,0.77,1.91,-3.13
rNq0A,-0.19,-1.39,-1.75
FCrjI,-0.27,0.14,0.15
sdAdi,-2.45,0.5,1.43
5Zfml,0.09,0.24,-0.42
1m1gZ,0.38,-0.37,0.0
jNHhP,4.44,-2.5,1.97
99Ixs,-0.05,0.36,0.39
AjAFn,0.65,-0.1,0.65
vbAVM,0.2,-1.15,1.23
YRvBv,,,
M9mo4,-0.29,0.03,-0.31
CtqUW,0.22,0.09,0.31
wqke0,0.04,0.1,-0.14
TkrEB,,,
mJwGp,-0.06,-0.49,-0.69
j9o7C,0.23,1.21,-1.7
HTSgc,,,
fdoKe,0.75,1.17,2.11
9lLQu,1.95,-3.08,-1.36
UFp4A,-1.74,2.24,-0.64
YzgFB,-0.14,0.22,0.09
JyjKq,0.15,-0.58,-0.46
592XB,1.26,1.01,2.76
t2q8k,0.15,-1.01,1.06
daVTA,1.35,1.45,-3.52
20fWe,1.31,-0.49,0.93
wqgYd,0.39,-1.28,1.13
4zTwb,2.52,0.25,-3.11
Ne2dy,3.49,-0.81,-1.72
Hutkp,2.09,1.93,4.8
KkhgK,2.04,0.94,3.39
HPJZl,3.35,0.02,-2.91
bqkr8,0.33,-0.21,-0.13
vgFdA,0.93,0.68,-1.98
NzA2V,0.49,-1.59,1.35
klZ4k,0.99,-3.27,2.52
V2CpB,,,
UbLO5,-0.29,-0.18,0.59
E0R55,1.3,-2.74,-1.75
XZktK,0.22,-0.17,0.04
Vuyr7,0.12,-0.3,0.2
lPuJz,0.48,0.64,1.35
Wk26k,0.73,-1.05,0.42
HWCZN,0.31,-0.11,0.24
b1G2L,-0.08,-0.04,-0.13
QSMQc,-0.13,0.65,-0.57
GQUC3,,,
EoMA7,0.17,2.34,-2.56
zmrMN,0.45,0.12,0.56
crfay,0.76,-0.25,-0.59
sJ789,,,
9FBrR,1.43,-1.04,0.35
Jm8oN,-0.2,0.19,0.0
SCedj,0.69,1.55,2.6
6Y2Vo,-0.44,0.2,-0.28
0qNwm,,,
64ksY,-0.01,-0.56,0.64
BlWSG,1.98,0.49,2.75
9Y5kI,1.53,0.07,-1.87
eLG6i,1.03,-1.15,0.19
eKZZj,,,
WVYEr,0.89,-0.27,0.65
w1ucf,-4.78,4.51,0.05
XOt2p,-0.21,-1.26,-1.62
mpQWi,0.96,-0.67,0.26
4uswq,1.8,1.64,3.74
igYyl,1.96,-1.97,0.11
23EHJ,0.52,0.72,-1.54
C0wax,1.66,-0.82,0.88
gCA1V,-3.28,2.33,-0.98
HRveX,0.18,-0.02,0.19
nv2Lb,1.15,0.71,2.14
SFnZE,,,
8oGgX,1.78,0.2,-2.2
cH6w5,1.66,-0.22,1.48
RYUKc,0.11,1.15,1.42
PJwQw,0.56,0.05,0.78
UQZMd,0.73,0.16,1.06
E7cOm,-0.37,-0.06,-0.47
Wvz7c,-0.54,0.89,0.46
jQ9NT,1.2,-0.32,-1.03
FF044,-0.38,0.9,0.68
tSt6i,1.73,0.99,3.18
G1iEa,-1.11,2.45,1.62
pFeyd,1.64,-1.53,-0.04
CLRid,1.33,-0.76,0.52
FTyhL,1.18,2.66,-3.97
8lax6,0.74,-1.23,-0.59
2ysNK,0.56,-0.26,-0.31
7su02,0.81,0.79,-1.82
